registro_id,indicador,anio,mes,zona,provincia,presupuesto_musd,es_dato_real,nota
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 7,El Oro,3.437842,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 1,Esmeraldas,28.876235,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 1,Esmeraldas,8.184181,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 5,Galápagos,1.30569,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 5,Galápagos,0.326327,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 5,Guayas,80.118042,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 5,Guayas,20.669159,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 1,Imbabura,13.167355,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 1,Imbabura,3.634775,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 7,Loja,9.931265,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 7,Loja,2.573883,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 5,Los Ríos,17.422011,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 5,Los Ríos,3.992704,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 4,Manabí,34.938039,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 4,Manabí,8.960719,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 6,Morona Santiago,12.904773,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 6,Morona Santiago,3.845585,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 2,Napo,8.679557,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 2,Napo,2.951984,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 2,Orellana,5.310023,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 2,Orellana,1.573569,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 3,Pastaza,5.476841,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 3,Pastaza,1.606079,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 2,Pichincha,40.487313,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 2,Pichincha,12.537189,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 5,Santa Elena,12.963832,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 5,Santa Elena,4.573909,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 4,Santo Domingo de los Tsáchilas,6.207658,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 4,Santo Domingo de los Tsáchilas,1.424111,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 1,Sucumbíos,4.554278,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 1,Sucumbíos,1.568458,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 3,Tungurahua,10.466566,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 3,Tungurahua,3.496885,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
5,Bienestar Social · Desarrollo Infantil Integral (DII),2025,12,Zona 7,Zamora Chinchipe,3.763314,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
5,Bienestar Social · Desarrollo Infantil Integral (DII),2026,07,Zona 7,Zamora Chinchipe,1.058153,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 6,Azuay,7.838415,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 6,Azuay,2.068766,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 5,Bolívar,3.617434,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 5,Bolívar,0.922435,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 6,Cañar,5.091778,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 6,Cañar,1.811823,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 1,Carchi,1.436231,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 1,Carchi,0.601716,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 3,Chimborazo,9.268113,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 3,Chimborazo,2.832582,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 3,Cotopaxi,3.473705,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 3,Cotopaxi,1.290839,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 7,El Oro,3.544334,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 7,El Oro,1.006918,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 1,Esmeraldas,7.439297,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 1,Esmeraldas,2.658489,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 5,Galápagos,0.211809,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 5,Galápagos,0.089621,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 5,Guayas,10.482173,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 5,Guayas,3.135853,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 1,Imbabura,6.136052,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 1,Imbabura,1.653961,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 7,Loja,8.415739,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 7,Loja,2.859397,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 5,Los Ríos,5.654912,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 5,Los Ríos,1.476906,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 4,Manabí,8.640474,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 4,Manabí,2.700657,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 6,Morona Santiago,3.240109,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 6,Morona Santiago,1.005774,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 2,Napo,1.615221,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 2,Napo,0.620133,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 2,Orellana,1.106839,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 2,Orellana,0.429205,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 3,Pastaza,1.075433,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 3,Pastaza,0.308629,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 2,Pichincha,10.923682,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 2,Pichincha,3.32147,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 5,Santa Elena,1.632834,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 5,Santa Elena,0.563667,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 4,Santo Domingo de los Tsáchilas,1.19327,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 4,Santo Domingo de los Tsáchilas,0.251928,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 1,Sucumbíos,2.064971,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 1,Sucumbíos,0.691455,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 3,Tungurahua,5.065462,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 3,Tungurahua,1.655157,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
8,Bienestar Social · Personas Adultas Mayores (PAM),2025,12,Zona 7,Zamora Chinchipe,2.035321,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
8,Bienestar Social · Personas Adultas Mayores (PAM),2026,07,Zona 7,Zamora Chinchipe,0.652653,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 6,Azuay,2.545965,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 6,Azuay,0.660988,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 5,Bolívar,0.754831,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 5,Bolívar,0.120059,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 6,Cañar,1.048813,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 6,Cañar,0.345929,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 1,Carchi,0.390389,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 1,Carchi,0.136201,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 3,Chimborazo,1.96254,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 3,Chimborazo,0.575083,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 3,Cotopaxi,0.563533,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 3,Cotopaxi,0.273063,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 7,El Oro,1.888702,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 7,El Oro,0.477846,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 1,Esmeraldas,1.265502,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 1,Esmeraldas,0.546873,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 5,Galápagos,0.071962,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 5,Galápagos,0.028058,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 5,Guayas,6.822606,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 5,Guayas,2.051608,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
7,Bienestar Social · Personas con Discapacidad (PCD),2025,12,Zona 1,Imbabura,0.688422,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes."
7,Bienestar Social · Personas con Discapacidad (PCD),2026,07,Zona 1,Imbabura,0.198144,TRUE,Dato real de julio 2026 (columna 'Presupuesto_hasta_julio_2026' del Excel VIS-VIE).
