registro_id,servicio,anio,mes,usuarios,es_dato_real,nota
5,Desarrollo Infantil Integral (DII),2024,12,289074,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
5,Desarrollo Infantil Integral (DII),2025,01,283897,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,02,290842,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,03,283321,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,04,276658,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,05,274247,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,06,273022,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,07,276803,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,08,276641,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,09,270647,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,10,264833,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,11,266318,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2025,12,265632,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
5,Desarrollo Infantil Integral (DII),2026,01,268738,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,02,275209,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,03,277213,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,04,273055,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,05,281841,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,06,284400,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
5,Desarrollo Infantil Integral (DII),2026,07,285729,TRUE,"Dato real, corte julio 2026 (resumen_usuarios_por_servicio.xlsx)."
7,Personas con Discapacidad (PCD),2018,01,33391,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,02,32828,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,03,33402,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,04,33570,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,05,34388,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,06,34428,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,07,33739,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,08,34205,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,09,33906,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,10,35059,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,11,35146,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2018,12,34776,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2019,01,34956,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,02,34900,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,03,34253,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,04,35087,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,05,34763,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,06,35082,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,07,34724,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,08,33975,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,09,34411,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,10,33975,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,11,35222,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2019,12,34614,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2020,01,35063,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,02,34327,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,03,33971,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,04,35095,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,05,35180,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,06,33979,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,07,34522,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,08,33936,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,09,34880,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,10,34877,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,11,33987,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2020,12,34489,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2021,01,34564,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,02,34178,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,03,35023,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,04,34409,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,05,34124,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,06,34583,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,07,34853,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,08,34129,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,09,34288,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,10,35239,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,11,34769,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2021,12,34568,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2022,01,34518,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,02,33898,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,03,33968,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,04,34050,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,05,34319,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,06,33756,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,07,33669,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,08,33393,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,09,34080,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,10,33461,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,11,34301,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2022,12,33680,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2023,01,33152,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,02,33429,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,03,34063,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,04,33498,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,05,33438,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,06,34581,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,07,34137,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,08,34054,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,09,34531,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,10,34615,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,11,33821,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2023,12,34297,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2024,01,34241,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,02,34270,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,03,34369,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,04,34769,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,05,34731,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,06,35200,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,07,34015,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,08,34474,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,09,34425,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,10,35189,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,11,34377,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2024,12,34765,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2025,01,34814,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,02,34897,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,03,34816,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,04,34895,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,05,35968,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,06,35409,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,07,36125,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,08,35803,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,09,35207,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,10,36691,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,11,36578,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2025,12,36214,TRUE,Dato real de la serie histórica proporcionada (series_historicas.xlsx).
7,Personas con Discapacidad (PCD),2026,01,36798,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,02,36835,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,03,36207,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,04,36677,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,05,36496,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,06,36823,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
7,Personas con Discapacidad (PCD),2026,07,37052,TRUE,"Dato real, corte julio 2026 (resumen_usuarios_por_servicio.xlsx)."
6,Protección Especial (PE),2018,01,12836,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
6,Protección Especial (PE),2018,02,12522,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
6,Protección Especial (PE),2018,03,12834,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
6,Protección Especial (PE),2018,04,12716,FALSE,Valor provisional/estimado para completar la serie mensual mientras se carga el dato real mes a mes.
